,File_path,Emotion
2016,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TIE_HAP_XX.wav,happy
2017,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TIE_NEU_XX.wav,neutral
2018,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TIE_SAD_XX.wav,sad
2019,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TSI_ANG_XX.wav,angry
2020,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TSI_DIS_XX.wav,disgust
2021,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TSI_FEA_XX.wav,fear
2022,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TSI_HAP_XX.wav,happy
2023,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TSI_NEU_XX.wav,neutral
2024,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_TSI_SAD_XX.wav,sad
2025,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_WSI_ANG_XX.wav,angry
2026,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_WSI_DIS_XX.wav,disgust
2027,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_WSI_FEA_XX.wav,fear
2028,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_WSI_HAP_XX.wav,happy
2029,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_WSI_NEU_XX.wav,neutral
2030,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1025_WSI_SAD_XX.wav,sad
2031,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_DFA_ANG_XX.wav,angry
2032,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_DFA_DIS_XX.wav,disgust
2033,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_DFA_FEA_XX.wav,fear
2034,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_DFA_HAP_XX.wav,happy
2035,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_DFA_NEU_XX.wav,neutral
2036,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_DFA_SAD_XX.wav,sad
2037,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_ANG_HI.wav,angry
2038,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_ANG_LO.wav,angry
2039,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_ANG_MD.wav,angry
2040,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_DIS_HI.wav,disgust
2041,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_DIS_LO.wav,disgust
2042,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_DIS_MD.wav,disgust
2043,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_FEA_HI.wav,fear
2044,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_FEA_LO.wav,fear
2045,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_FEA_MD.wav,fear
2046,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_HAP_HI.wav,happy
2047,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_HAP_LO.wav,happy
2048,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_HAP_MD.wav,happy
2049,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_NEU_XX.wav,neutral
2050,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_SAD_HI.wav,sad
2051,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_SAD_LO.wav,sad
2052,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IEO_SAD_MD.wav,sad
2053,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IOM_ANG_XX.wav,angry
2054,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IOM_DIS_XX.wav,disgust
2055,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IOM_FEA_XX.wav,fear
2056,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IOM_HAP_XX.wav,happy
2057,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IOM_NEU_XX.wav,neutral
2058,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IOM_SAD_XX.wav,sad
2059,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITH_ANG_XX.wav,angry
2060,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITH_DIS_XX.wav,disgust
2061,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITH_FEA_XX.wav,fear
2062,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITH_HAP_XX.wav,happy
2063,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITH_NEU_XX.wav,neutral
2064,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITH_SAD_XX.wav,sad
2065,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITS_ANG_XX.wav,angry
2066,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITS_DIS_XX.wav,disgust
2067,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITS_FEA_XX.wav,fear
2068,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITS_HAP_XX.wav,happy
2069,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITS_NEU_XX.wav,neutral
2070,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_ITS_SAD_XX.wav,sad
2071,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWL_ANG_XX.wav,angry
2072,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWL_DIS_XX.wav,disgust
2073,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWL_FEA_XX.wav,fear
2074,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWL_HAP_XX.wav,happy
2075,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWL_NEU_XX.wav,neutral
2076,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWL_SAD_XX.wav,sad
2077,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWW_ANG_XX.wav,angry
2078,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWW_DIS_XX.wav,disgust
2079,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWW_FEA_XX.wav,fear
2080,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWW_HAP_XX.wav,happy
2081,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWW_NEU_XX.wav,neutral
2082,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_IWW_SAD_XX.wav,sad
2083,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_MTI_ANG_XX.wav,angry
2084,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_MTI_DIS_XX.wav,disgust
2085,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_MTI_FEA_XX.wav,fear
2086,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_MTI_HAP_XX.wav,happy
2087,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_MTI_NEU_XX.wav,neutral
2088,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_MTI_SAD_XX.wav,sad
2089,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TAI_ANG_XX.wav,angry
2090,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TAI_DIS_XX.wav,disgust
2091,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TAI_FEA_XX.wav,fear
2092,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TAI_HAP_XX.wav,happy
2093,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TAI_NEU_XX.wav,neutral
2094,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TAI_SAD_XX.wav,sad
2095,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TIE_ANG_XX.wav,angry
2096,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TIE_DIS_XX.wav,disgust
2097,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TIE_FEA_XX.wav,fear
2098,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TIE_HAP_XX.wav,happy
2099,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TIE_NEU_XX.wav,neutral
2100,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TIE_SAD_XX.wav,sad
2101,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TSI_ANG_XX.wav,angry
2102,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TSI_DIS_XX.wav,disgust
2103,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TSI_FEA_XX.wav,fear
2104,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TSI_HAP_XX.wav,happy
2105,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TSI_NEU_XX.wav,neutral
2106,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_TSI_SAD_XX.wav,sad
2107,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_WSI_ANG_XX.wav,angry
2108,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_WSI_DIS_XX.wav,disgust
2109,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_WSI_FEA_XX.wav,fear
2110,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_WSI_HAP_XX.wav,happy
2111,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_WSI_NEU_XX.wav,neutral
2112,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1026_WSI_SAD_XX.wav,sad
2113,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_DFA_ANG_XX.wav,angry
2114,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_DFA_DIS_XX.wav,disgust
2115,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_DFA_FEA_XX.wav,fear
2116,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_DFA_HAP_XX.wav,happy
2117,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_DFA_NEU_XX.wav,neutral
2118,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_DFA_SAD_XX.wav,sad
2119,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_ANG_HI.wav,angry
2120,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_ANG_LO.wav,angry
2121,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_ANG_MD.wav,angry
2122,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_DIS_HI.wav,disgust
2123,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_DIS_LO.wav,disgust
2124,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_DIS_MD.wav,disgust
2125,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_FEA_HI.wav,fear
2126,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_FEA_LO.wav,fear
2127,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_FEA_MD.wav,fear
2128,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_HAP_HI.wav,happy
2129,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_HAP_LO.wav,happy
2130,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_HAP_MD.wav,happy
2131,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_NEU_XX.wav,neutral
2132,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_SAD_HI.wav,sad
2133,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_SAD_LO.wav,sad
2134,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IEO_SAD_MD.wav,sad
2135,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IOM_ANG_XX.wav,angry
2136,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IOM_DIS_XX.wav,disgust
2137,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IOM_FEA_XX.wav,fear
2138,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IOM_HAP_XX.wav,happy
2139,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IOM_NEU_XX.wav,neutral
2140,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IOM_SAD_XX.wav,sad
2141,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITH_ANG_XX.wav,angry
2142,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITH_DIS_XX.wav,disgust
2143,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITH_FEA_XX.wav,fear
2144,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITH_HAP_XX.wav,happy
2145,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITH_NEU_XX.wav,neutral
2146,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITH_SAD_XX.wav,sad
2147,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITS_ANG_XX.wav,angry
2148,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITS_DIS_XX.wav,disgust
2149,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITS_FEA_XX.wav,fear
2150,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITS_HAP_XX.wav,happy
2151,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITS_NEU_XX.wav,neutral
2152,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_ITS_SAD_XX.wav,sad
2153,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWL_ANG_XX.wav,angry
2154,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWL_DIS_XX.wav,disgust
2155,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWL_FEA_XX.wav,fear
2156,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWL_HAP_XX.wav,happy
2157,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWL_NEU_XX.wav,neutral
2158,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWL_SAD_XX.wav,sad
2159,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWW_ANG_XX.wav,angry
2160,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWW_DIS_XX.wav,disgust
2161,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWW_FEA_XX.wav,fear
2162,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWW_HAP_XX.wav,happy
2163,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWW_NEU_XX.wav,neutral
2164,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_IWW_SAD_XX.wav,sad
2165,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_MTI_ANG_XX.wav,angry
2166,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_MTI_DIS_XX.wav,disgust
2167,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_MTI_FEA_XX.wav,fear
2168,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_MTI_HAP_XX.wav,happy
2169,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_MTI_NEU_XX.wav,neutral
2170,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_MTI_SAD_XX.wav,sad
2171,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TAI_ANG_XX.wav,angry
2172,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TAI_DIS_XX.wav,disgust
2173,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TAI_FEA_XX.wav,fear
2174,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TAI_HAP_XX.wav,happy
2175,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TAI_NEU_XX.wav,neutral
2176,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TAI_SAD_XX.wav,sad
2177,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TIE_ANG_XX.wav,angry
2178,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TIE_DIS_XX.wav,disgust
2179,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TIE_FEA_XX.wav,fear
2180,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TIE_HAP_XX.wav,happy
2181,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TIE_NEU_XX.wav,neutral
2182,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TIE_SAD_XX.wav,sad
2183,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TSI_ANG_XX.wav,angry
2184,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TSI_DIS_XX.wav,disgust
2185,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TSI_FEA_XX.wav,fear
2186,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TSI_HAP_XX.wav,happy
2187,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TSI_NEU_XX.wav,neutral
2188,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_TSI_SAD_XX.wav,sad
2189,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_WSI_ANG_XX.wav,angry
2190,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_WSI_DIS_XX.wav,disgust
2191,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_WSI_FEA_XX.wav,fear
2192,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_WSI_HAP_XX.wav,happy
2193,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_WSI_NEU_XX.wav,neutral
2194,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1027_WSI_SAD_XX.wav,sad
2195,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_DFA_ANG_XX.wav,angry
2196,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_DFA_DIS_XX.wav,disgust
2197,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_DFA_FEA_XX.wav,fear
2198,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_DFA_HAP_XX.wav,happy
2199,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_DFA_NEU_XX.wav,neutral
2200,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_DFA_SAD_XX.wav,sad
2201,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_ANG_HI.wav,angry
2202,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_ANG_LO.wav,angry
2203,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_ANG_MD.wav,angry
2204,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_DIS_HI.wav,disgust
2205,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_DIS_LO.wav,disgust
2206,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_DIS_MD.wav,disgust
2207,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_FEA_HI.wav,fear
2208,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_FEA_LO.wav,fear
2209,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_FEA_MD.wav,fear
2210,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_HAP_HI.wav,happy
2211,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_HAP_LO.wav,happy
2212,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_HAP_MD.wav,happy
2213,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_NEU_XX.wav,neutral
2214,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_SAD_HI.wav,sad
2215,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_SAD_LO.wav,sad
2216,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IEO_SAD_MD.wav,sad
2217,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IOM_ANG_XX.wav,angry
2218,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IOM_DIS_XX.wav,disgust
2219,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IOM_FEA_XX.wav,fear
2220,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IOM_HAP_XX.wav,happy
2221,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IOM_NEU_XX.wav,neutral
2222,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IOM_SAD_XX.wav,sad
2223,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITH_ANG_XX.wav,angry
2224,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITH_DIS_XX.wav,disgust
2225,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITH_FEA_XX.wav,fear
2226,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITH_HAP_XX.wav,happy
2227,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITH_NEU_XX.wav,neutral
2228,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITH_SAD_XX.wav,sad
2229,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITS_ANG_XX.wav,angry
2230,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITS_DIS_XX.wav,disgust
2231,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITS_FEA_XX.wav,fear
2232,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITS_HAP_XX.wav,happy
2233,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITS_NEU_XX.wav,neutral
2234,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_ITS_SAD_XX.wav,sad
2235,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWL_ANG_XX.wav,angry
2236,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWL_DIS_XX.wav,disgust
2237,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWL_FEA_XX.wav,fear
2238,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWL_HAP_XX.wav,happy
2239,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWL_NEU_XX.wav,neutral
2240,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWL_SAD_XX.wav,sad
2241,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWW_ANG_XX.wav,angry
2242,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWW_DIS_XX.wav,disgust
2243,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWW_FEA_XX.wav,fear
2244,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWW_HAP_XX.wav,happy
2245,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWW_NEU_XX.wav,neutral
2246,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_IWW_SAD_XX.wav,sad
2247,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_MTI_ANG_XX.wav,angry
2248,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_MTI_DIS_XX.wav,disgust
2249,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_MTI_FEA_XX.wav,fear
2250,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_MTI_HAP_XX.wav,happy
2251,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_MTI_NEU_XX.wav,neutral
2252,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_MTI_SAD_XX.wav,sad
2253,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TAI_ANG_XX.wav,angry
2254,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TAI_DIS_XX.wav,disgust
2255,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TAI_FEA_XX.wav,fear
2256,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TAI_HAP_XX.wav,happy
2257,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TAI_NEU_XX.wav,neutral
2258,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TAI_SAD_XX.wav,sad
2259,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TIE_ANG_XX.wav,angry
2260,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TIE_DIS_XX.wav,disgust
2261,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TIE_FEA_XX.wav,fear
2262,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TIE_HAP_XX.wav,happy
2263,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TIE_NEU_XX.wav,neutral
2264,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TIE_SAD_XX.wav,sad
2265,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TSI_ANG_XX.wav,angry
2266,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TSI_DIS_XX.wav,disgust
2267,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TSI_FEA_XX.wav,fear
2268,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TSI_HAP_XX.wav,happy
2269,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TSI_NEU_XX.wav,neutral
2270,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_TSI_SAD_XX.wav,sad
2271,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_WSI_ANG_XX.wav,angry
2272,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_WSI_DIS_XX.wav,disgust
2273,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_WSI_FEA_XX.wav,fear
2274,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_WSI_HAP_XX.wav,happy
2275,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_WSI_NEU_XX.wav,neutral
2276,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1028_WSI_SAD_XX.wav,sad
2277,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1029_DFA_ANG_XX.wav,angry
